"locID","CNN","xLoc","yLoc","LocationDescription","curbReturnLoc","positionOnReturn","Latitude","Longitude","LastUpdate","InvenID","conditionScore","detectableSurf","vitalFacilities","heavyTraffic","lipTooHigh","probStreetMeetCR","possBasementObstacle","signalPoleInWing","catchBasinFrontOfCR","insideCrosswalk","surfCond","slopeWing","flushToCorner","colorContrast","paintedRed","topClearance","sideClearance","CRTooNarrow","levelLandTop","levelLandBottom","slopeRangeID","crPossible","crExist","Location"
"28166000-SW-Center","28166000","6016387.23754","2095871.56368","MABREY CT: RICHARDS CIR \ WHITNEY YOUNG CIR intersection","SW","Center","37.73578394479","-122.38577233476","2020 Nov 10 06:44:16 AM","46006","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73578394478924, -122.38577233475813)"
"25781000-SE-Center","25781000","6001462.98772","2104081.99893","20TH ST: EUREKA ST intersection","SE","Center","37.75749070496","-122.43795911583","2020 Nov 10 06:44:16 AM","52847","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.75749070495563, -122.43795911582754)"
"21341000-NW-Right","21341000","6006448.38943","2099992.43649","DUNCAN ST: TIFFANY AVE intersection","NW","Right","37.74649203188","-122.42035762031","2020 Nov 10 06:44:16 AM","6857","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74649203188236, -122.42035762030737)"
"22229000-SE-Right","22229000","5998128.89754","2094079.50802","FLOOD AVE: FOERSTER ST intersection","SE","Right","37.72988229361","-122.44885495171","2020 Nov 10 06:44:16 AM","11838","100","1","1","1","0","0",,"0","0","1","1","1","1","1","0","1","1","1","1","1","2",,"1","    (37.72988229361032, -122.44885495170546)"
"25132000-SW-Left","25132000","6008352.82066","2117902.17429","JONES ST: PACIFIC AVE intersection","SW","Left","37.79587730532","-122.41500545518","2020 Nov 10 06:44:16 AM","27825","85","1","0","0","0",,"0","0","0","1","1","0",,"1",,,,"1","1","0","1",,"1","    (37.79587730531507, -122.41500545518377)"
"27347000-E-Left","27347000","5991651.91935","2104256.29968","14TH AVE: 15TH AVE \ ALOHA AVE intersection","E","Left","37.75746524717","-122.47202704339","2020 Nov 10 06:44:16 AM","41144","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.75746524717372, -122.47202704339263)"
"23191000-NE-Left","23191000","5991049.83493","2100460.2807","17TH AVE: RIVERA ST intersection","NE","Left","37.74687407023","-122.47381607898","2020 Nov 10 06:44:16 AM","16988","100","1","0",,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.746874070226916, -122.47381607897664)"
"26691000-SE-Right","26691000","6006180.69673","2120019.40693","LOMBARD ST: POLK ST intersection","SE","Right","37.8015580382","-122.42290179816","2020 Nov 10 06:44:16 AM","36942","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.80155803820068, -122.42290179816321)"
"22253000-E-Right","22253000","5996568.31044","2094355.0826","HAZELWOOD AVE: MONTECITO AVE intersection","E","Right","37.73047744563","-122.45428542107","2020 Nov 10 06:44:16 AM","11992","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73047744563453, -122.45428542107327)"
"23570000-NW-Left","23570000","6015691.84568","2105843.1341","03RD ST: 18TH ST intersection","NW","Left","37.76304826495","-122.38873799861","2020 Nov 10 06:44:16 AM","19488","100","1","0","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","1",,"1","    (37.763048264951934, -122.3887379986065)"
"20188000-S-Right","20188000","6017396.39542","2095015.08785","HUDSON AVE: WHITNEY YOUNG CIR intersection","S","Right","37.73363178008","-122.38227934872","2020 Nov 10 06:44:16 AM","731","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73363178007986, -122.3822793487167)"
"25701000-SW-Right","25701000","6005458.74771","2107218.71829","15TH ST: GUERRERO ST intersection","SW","Right","37.76640575338","-122.42425811363","2020 Nov 10 06:44:16 AM","30870","100","1",,,"0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.76640575337518, -122.42425811362511)"
"20284000-SE-Left","20284000","6012017.64601","2086854.86598","LATHROP AVE: WHEELER AVE intersection","SE","Left","37.71086497387","-122.40028426433","2020 Nov 10 06:44:16 AM","1203","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.710864973868915, -122.40028426432758)"
"23843000-NW-Left","23843000","6012680.86778","2107100.39077","08TH ST: 16TH ST intersection","NW","Left","37.76628916264","-122.39914078561","2020 Nov 10 06:44:16 AM","21054","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.766289162644014, -122.39914078560693)"
"26198000-NE-Left","26198000","5998912.91435","2105077.59233","TWIN PEAKS BLVD: VILLA TER intersection","NE","Left","37.76017011541","-122.44695281689","2020 Nov 10 06:44:16 AM","33874","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.76017011540681, -122.44695281689452)"
"24154000-NW-Left","24154000","6005634.29854","2104052.12784","GUERRERO ST: LIBERTY ST intersection","NW","Left","37.75756489566","-122.42345251655","2020 Nov 10 06:44:16 AM","23089","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.7575648956609, -122.42345251654972)"
"25907000-NE-Right","25907000","6005710.90797","2109825.52574","OCTAVIA ST: ROSE ST intersection","NE","Right","37.77340944505","-122.42396221874","2020 Nov 10 06:44:16 AM","32149","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.77340944505123, -122.42396221873774)"
"20615000-W-Right","20615000","6012887.33029","2095024.05305","BRIDGEVIEW DR: TOPEKA AVE intersection","W","Right","37.73327810191","-122.39768947152","2020 Nov 10 06:44:16 AM","3031","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.73327810190858, -122.39768947152234)"
"21772000-S-Right","21772000","6001831.46002","2092827.56237","ALEMANY BLVD: SANTA ROSA AVE intersection","S","Right","37.72671920595","-122.43599094482","2020 Nov 10 06:44:16 AM","9319","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.726719205948804, -122.43599094482038)"
"26466000-SW-Right","26466000","5997677.6071","2111607.50709","CHABOT TER: TURK BLVD intersection","SW","Right","37.77805209273","-122.45154313946","2020 Nov 10 06:44:16 AM","35383","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.778052092731464, -122.45154313946179)"
"23599000-S-Left","23599000","6015636.96292","2114207.57341","BEALE ST: BRYANT ST \ DELANCEY ST intersection","S","Left","37.78622376339","-122.38963664069","2020 Nov 10 06:44:16 AM","19589","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.786223763387575, -122.38963664068875)"
"25754000-NW-Left","25754000","6002415.12552","2103584.83481","21ST ST: CASTRO ST intersection","NW","Left","37.75609294177","-122.43454611066","2020 Nov 10 06:44:16 AM","31229","-2",,,,,,"0",,,,,,,,,,,,,,,"N04","0","    (37.756092941765594, -122.43454611066394)"
"33120000-E-Right","33120000","6013845.102","2097121.31756","QUINT ST: QUINT ST intersection","E","Right","37.73902163045","-122.39480181403","2020 Nov 10 06:44:16 AM","47259","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73902163044946, -122.39480181403083)"
"24850000-NE-Left","24850000","6011546.59249","2119417.26115","GREEN ST: MONTGOMERY ST intersection","NE","Left","37.80010427574","-122.40424041716","2020 Nov 10 06:44:16 AM","26532","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.80010427574048, -122.40424041715576)"
"21204000-SW-Left","21204000","6006831.1134","2095757.18905","CRESCENT AVE: ROSCOE ST intersection","SW","Left","37.73498323607","-122.41872451137","2020 Nov 10 06:44:16 AM","6134","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73498323607206, -122.41872451137209)"
"23715000-SW-Left","23715000","6011718.20009","2101336.24745","26TH ST: KANSAS ST intersection","SW","Left","37.75058074849","-122.40218351789","2020 Nov 10 06:44:16 AM","20271","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.75058074848626, -122.40218351788855)"
"23325000-NE-Right","23325000","5982628.97513","2093278.04244","HARDING RD: SKYLINE BLVD intersection","NE","Right","37.72664516754","-122.50250193847","2020 Nov 10 06:44:16 AM","17828","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.726645167536326, -122.50250193846787)"
"27961000-SW-Right","27961000","5980868.18403","2106175.09013","IRVING ST: LA PLAYA intersection","SW","Right","37.76214290768","-122.50926907991","2020 Nov 10 06:44:16 AM","45422","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.76214290767768, -122.50926907991227)"
"27337000-NW-Left","27337000","5989686.35111","2102462.48699","21ST AVE: ORTEGA ST intersection","NW","Left","37.75228185979","-122.4784860611","2020 Nov 10 06:44:16 AM","41071","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.75228185979156, -122.47848606109963)"
"23695000-SE-Right","23695000","6012069.52484","2101355.62667","26TH ST: RHODE ISLAND ST intersection","SE","Right","37.75063187065","-122.40123195481","2020 Nov 10 06:44:16 AM","20147","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.7506318706509, -122.40123195481303)"
"20469000-E-Left","20469000","6014016.02226","2090689.28974","GILMAN AVE: JENNINGS ST intersection","E","Left","37.72140844672","-122.39373692883","2020 Nov 10 06:44:16 AM","2167","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72140844671973, -122.39373692882688)"
"20979000-SW-Right","20979000","6006435.43539","2092007.13979","BURROWS ST: HARVARD ST intersection","SW","Right","37.72470957135","-122.41987524206","2020 Nov 10 06:44:16 AM","4944","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72470957134628, -122.4198752420561)"
"51441000-SW-Right","51441000","5990774.45064","2089694.03025","UNNAMED 088: UNNAMED 090 intersection","SW","Right","37.71742751999","-122.47384899401","2020 Nov 10 06:44:16 AM","48944","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.71742751998612, -122.47384899401129)"
"27121000-E-Right","27121000","5992254.94964","2102516.57776","AERIAL WAY: FUNSTON AVE intersection","E","Right","37.75267456249","-122.46978195529","2020 Nov 10 06:44:16 AM","39617","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.752674562492864, -122.46978195529043)"
"21899000-SE-Left","21899000","6004602.58243","2099840.66973","CHURCH ST: DUNCAN ST intersection","SE","Left","37.7460987544","-122.42689118844","2020 Nov 10 06:44:16 AM","10046","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.7460987543998, -122.42689118843907)"
"24763000-NE-Left","24763000","6011854.92225","2118770.16993","BROADWAY: OSGOOD PL intersection","NE","Left","37.79832326101","-122.40307501727","2020 Nov 10 06:44:16 AM","26204","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.79832326101072, -122.40307501726569)"
"25583000-SE-Left","25583000","6006504.91622","2121094.2414","BAY ST: LARKIN ST intersection","SE","Left","37.80456489043","-122.4218153159","2020 Nov 10 06:44:16 AM","30111","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.804564890427216, -122.421815315898)"
"27318000-NW-Right","27318000","5990606.78758","2102486.10998","18TH AVE: ORTEGA ST intersection","NW","Right","37.75242393401","-122.47527642153","2020 Nov 10 06:44:16 AM","40945","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.75242393401272, -122.47527642153149)"
"20163000-S-Right","20163000","6019256.61742","2094396.0133","GRIFFITH ST: INNES AVE intersection","S","Right","37.73199658668","-122.37575821554","2020 Nov 10 06:44:16 AM","650","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73199658668246, -122.37575821553789)"
"25699000-NE-Left","25699000","6005832.44316","2106696.45818","16TH ST: ALBION ST intersection","NE","Left","37.76484328481","-122.42311242131","2020 Nov 10 06:44:16 AM","30855","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.76484328480822, -122.42311242131132)"
"20267000-SE-Right","20267000","6013020.7106","2086539.84659","GILLETTE AVE: LATHROP AVE intersection","SE","Right","37.71004506846","-122.39683930297","2020 Nov 10 06:44:16 AM","1136","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71004506846408, -122.39683930297403)"
"21352000-SW-Left","21352000","6006129.914347","2100228.865148","27TH ST: SAN JOSE AVE intersection","SW","Left","37.74723062079","-122.42140560628","2020 Nov 10 06:44:16 AM","52609","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.74723062078946, -122.42140560627662)"
"27239000-NW-Right","27239000","5994410.85773","2110185.68611","05TH AVE: FULTON ST intersection","NW","Right","37.77375973792","-122.46268379657","2020 Nov 10 06:44:16 AM","40358","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.773759737920024, -122.46268379656675)"
"21619000-W-Left","21619000","6004723.07956","2091247.5337","EXCELSIOR AVE: INA CT \ MUNICH ST intersection","W","Left","37.72243536721","-122.42564957615","2020 Nov 10 06:44:16 AM","8354","0",,,,,,"0",,,,,,,,,,,,,,,"Y44","0","    (37.722435367211105, -122.4256495761529)"
"21349000-NE-Right","21349000","6005835.15969","2099090.77064","29TH ST: SAN JOSE AVE intersection","NE","Right","37.74394222731","-122.42266944503","2020 Nov 10 06:44:16 AM","6915","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74394222731385, -122.42266944502875)"
"22539000-NE-Left","22539000","5992478.90753","2088555.51317","RANDOLPH ST: VERNON ST intersection","NE","Left","37.71426623518","-122.4679961382","2020 Nov 10 06:44:16 AM","13314","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.714266235181604, -122.46799613819617)"
"27946000-SE-Left","27946000","5982174.25491","2105537.53694","45TH AVE: JUDAH ST intersection","SE","Left","37.76047177784","-122.50485672271","2020 Nov 10 06:44:16 AM","50874","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.76047177783756, -122.5048567227144)"
"21428000-S-Left","21428000","6001515.70245","2088024.66383","NAPLES ST: ROLPH ST intersection","S","Left","37.71354976618","-122.43664186827","2020 Nov 10 06:44:16 AM","7379","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.713549766180876, -122.43664186826939)"
"27985000-NE-Right","27985000","5982273.56606","2111715.38614","44TH AVE: ANZA ST intersection","NE","Right","37.77723855285","-122.50495237693","2020 Nov 10 06:44:16 AM","45568","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77723855284902, -122.5049523769266)"
"26646000-SW-Right","26646000","6003251.12942","2116186.34143","CLAY ST: WEBSTER ST intersection","SW","Right","37.79091996504","-122.43256165004","2020 Nov 10 06:44:16 AM","36611","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79091996503598, -122.43256165004186)"
"20642000-E-Left","20642000","6011384.09806","2093814.49346","BAY SHORE BLVD: QUINT ST intersection","E","Left","37.72990188738","-122.40302162205","2020 Nov 10 06:44:16 AM","3159","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.72990188737986, -122.40302162205332)"
"32853000-S-Left","32853000","5992418.93947","2108680.86399","HAGIWARA TEA GARDEN DR: MUSIC CONCOURSE ACCESS RD intersection","S","Left","37.76971924475","-122.46957139334","2020 Nov 10 06:44:16 AM","46766","-2",,,,,,"0",,,,,,,,,,,,,,,"N04","0","    (37.76971924475033, -122.46957139333868)"
"22826000-S-Right","22826000","5994958.89371","2097567.69462","JUANITA WAY: MIRALOMA DR intersection","S","Right","37.73928188279","-122.46001470418","2020 Nov 10 06:44:16 AM","14953","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.739281882788596, -122.46001470417853)"
"25222000-SE-Left","25222000","6006778.43044","2115640.81825","PINE ST: POLK ST intersection","SE","Left","37.78962042399","-122.42049344203","2020 Nov 10 06:44:16 AM","28374","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.789620423993284, -122.42049344203467)"
"23738000-NW-Right","23738000","6012379.88479","2104715.09666","20TH ST: CAROLINA ST \ JACK BALESTRERI WAY intersection","NW","Right","37.7597923695","-122.4001426984","2020 Nov 10 06:44:16 AM","20407","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.759792369503586, -122.40014269840319)"
"21386000-N-Left","21386000","6002764.42272","2087635.80634","PRAGUE ST: SOUTH HILL BLVD intersection","N","Left","37.71222913775","-122.4323151623","2020 Nov 10 06:44:16 AM","7087","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.71222913775402, -122.43231516230244)"
"25563000-NE-Right","25563000","6006305.18073","2119048.95152","POLK ST: UNION ST intersection","NE","Right","37.79876156573","-122.42233695041","2020 Nov 10 06:44:16 AM","29987","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79876156573145, -122.42233695040805)"
"23517000-SW-Right","23517000","5981960.88034","2101450.16159","46TH AVE: PACHECO ST intersection","SW","Right","37.74923477885","-122.50514824127","2020 Nov 10 06:44:16 AM","19197","-1",,,,,,"0",,,,,,,,,,,,,,,"Y24","0","    (37.749234778850344, -122.50514824126728)"
"20663000-W-Right","20663000","6014154.08859","2095398.16287","NEWHALL ST: QUESADA AVE intersection","W","Right","37.73441299412","-122.3933402055","2020 Nov 10 06:44:16 AM","3294","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.73441299412225, -122.39334020549525)"
"23409000-SW-Right","23409000","5984512.2043","2099496.51261","38TH AVE: SANTIAGO ST intersection","SW","Right","37.74402107845","-122.49617967258","2020 Nov 10 06:44:16 AM","18417","100","1","0",,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74402107844632, -122.4961796725811)"
"25523000-SW-Right","25523000","6008415.99376","2121023.00105","FRANCISCO ST: TAYLOR ST intersection","SW","Right","37.80448096976","-122.41505227482","2020 Nov 10 06:44:16 AM","29789","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.804480969758394, -122.41505227482075)"
"24421000-S-Right","24421000","6007616.55639","2110039.79927","11TH ST: MISSION ST intersection","S","Right","37.77432527365","-122.41710413573","2020 Nov 10 06:44:16 AM","24500","80","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","1","3",,"1","    (37.77432527365097, -122.41710413573092)"
"24973000-SE-Left-RX","24973000","6010387.97082","2115806.05599","BUSH ST: TIMOTHY PFLUEGER PL intersection","SE","Left","37.79026252067","-122.40797042579","2020 Nov 10 06:44:16 AM","49160","100","1",,,"0",,"1","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79026252067305, -122.4079704257888)"
"25021000-SE-Right","25021000","6010587.09441","2117880.22256","JACKSON ST: ROSS ALY intersection","SE","Right","37.79592681521","-122.40743208985","2020 Nov 10 06:44:16 AM","27352","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.79592681521317, -122.4074320898501)"
"26371000-NE-Right","26371000","5999693.99841","2110559.40354","CENTRAL AVE: GROVE ST intersection","NE","Right","37.77508607299","-122.44459286235","2020 Nov 10 06:44:16 AM","34795","100","1",,,"0",,"1","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77508607298863, -122.44459286234931)"
"22760000-SE-Right","22760000","5993559.89585","2094176.63939","UPLAND DR: WESTGATE DR intersection","SE","Right","37.7299725827","-122.46463257012","2020 Nov 10 06:44:16 AM","14613","67","1","1","0","0",,"0","0","0","1","1","1",,"1",,,,"1","0","1","4",,"1","    (37.729972582697144, -122.46463257011546)"
"30752000-E-Right","30752000","6006458.67255","2109817.91815","BRADY ST: MARKET ST intersection","E","Right","37.77352336718","-122.42123215524","2020 Nov 10 06:44:16 AM","46539","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.77352336717743, -122.42123215524246)"
"25611000-SW-Left","25611000","6004469.53086","2101015.11095","CHURCH ST: CLIPPER ST intersection","SW","Left","37.74929570651","-122.42720003768","2020 Nov 10 06:44:16 AM","30285","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.749295706511255, -122.42720003768419)"
"33454000-NW-Right","33454000","5993462.32092","2086762.07942","HEAD ST: SHAKESPEARE ST intersection","NW","Right","37.7094154815","-122.46434129666","2020 Nov 10 06:44:16 AM","47969","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.70941548149608, -122.46434129665627)"
